timestamp,TempSensor,CurrentSensor,carbonIntensity,ReleState
2026-01-09T13:34:54,24.15,6.01,53,False
2026-01-09T13:34:55,20.47,5.23,53,False
2026-01-09T13:34:56,19.3,7.23,53,False
2026-01-09T13:34:57,21.27,3.9,53,False
2026-01-09T13:34:58,19.51,5.18,53,False
2026-01-09T13:34:59,18.69,1.76,53,False
2026-01-09T13:35:00,18.97,6.09,53,False
2026-01-09T13:35:01,21.93,6.42,53,False
2026-01-09T13:35:02,25.58,7.58,53,False
2026-01-09T13:35:03,22.56,1.42,53,False
2026-01-09T13:35:04,23.97,4.8,53,False
2026-01-09T13:35:05,20.93,5.13,53,False
2026-01-09T13:35:06,19.21,7.43,53,False
2026-01-09T13:35:07,21.77,1.42,53,False
2026-01-09T13:35:08,25.06,4.77,53,False
2026-01-09T13:35:09,24.91,6.19,53,False
2026-01-09T13:35:10,24.3,2.61,53,False
2026-01-09T13:35:11,25.65,0.89,53,False
2026-01-09T13:35:12,22.01,5.82,53,False
2026-01-09T13:35:13,20.69,4.01,53,False
2026-01-09T13:35:14,17.7,3.35,53,False
2026-01-09T13:35:15,16.04,1.08,53,False
2026-01-09T13:35:16,15.01,2.38,53,False
2026-01-09T13:35:17,12.61,1.47,53,False
2026-01-09T13:35:18,10.61,2.9,53,False
2026-01-09T13:35:19,9.48,1.89,53,False
2026-01-09T13:35:20,7.14,5.93,53,False
2026-01-09T13:35:21,12.15,2.06,53,False
2026-01-09T13:35:22,12.67,5.77,53,False
2026-01-09T13:35:23,14.21,3.06,53,False
2026-01-09T13:35:24,13.97,4.11,53,False
2026-01-09T13:35:25,10.91,1.8,53,False
2026-01-09T13:35:26,12.65,1.34,53,False
2026-01-09T13:35:27,13.25,0.79,53,False
2026-01-09T13:35:28,16.81,7.71,53,False
2026-01-09T13:35:29,14.84,5.22,53,False
2026-01-09T13:35:30,11.17,3.35,53,False
2026-01-09T13:35:31,8.89,7.47,53,False
2026-01-09T13:35:32,7.18,3.97,53,False
2026-01-09T13:35:33,8.79,4.06,53,False
2026-01-09T13:35:34,10.17,6.69,53,True
2026-01-09T13:35:35,8.4,3.85,53,True
2026-01-09T13:35:36,8.06,5.83,53,True
2026-01-09T13:35:37,5.62,7.11,53,False
2026-01-09T13:35:38,6.99,4.71,53,False
2026-01-09T13:35:39,4.13,1.65,53,False
2026-01-09T13:35:40,2.08,4.26,53,False
2026-01-09T13:35:41,1.61,2.69,53,False
2026-01-09T13:35:42,3.18,3.16,53,False
2026-01-09T13:35:43,1.1,6.84,53,False
2026-01-09T13:35:44,1.21,7.98,53,False
2026-01-09T13:35:45,-2.21,2.61,53,False
2026-01-09T13:35:46,1.71,1.44,53,False
2026-01-09T13:35:47,1.04,2.94,53,False
2026-01-09T13:35:48,1.45,1.65,53,False
2026-01-09T13:35:49,0.4,7.73,53,False
2026-01-09T13:35:50,0.95,6.93,53,False
2026-01-09T13:35:52,0.16,6.39,53,False
2026-01-09T13:35:53,-1.07,6.9,53,False
2026-01-09T13:35:54,-4.21,0.94,53,False
2026-01-09T13:35:55,-1.02,0.95,53,False
2026-01-09T13:35:56,-2.88,3.66,53,False
2026-01-09T13:35:57,-2.3,4.79,53,False
2026-01-09T13:35:58,-1.43,2.89,53,False
2026-01-09T13:35:59,-1.59,7.24,53,False
2026-01-09T13:36:00,-0.17,3.62,53,False
2026-01-09T13:36:01,0.99,4.6,53,False
2026-01-09T13:36:02,-1.49,2.1,53,False
2026-01-09T13:36:03,-0.84,5.58,53,False
2026-01-09T13:36:04,-3.68,1.28,53,False
2026-01-09T13:36:05,-7.24,0.52,53,False
2026-01-09T13:36:06,-6.96,0.56,53,False
2026-01-09T13:36:07,-5.14,5.36,53,False
2026-01-09T13:36:08,-6.93,3.76,53,False
2026-01-09T13:36:09,-10.5,2.68,53,False
2026-01-09T13:36:10,-10.61,3.75,53,False
2026-01-09T13:36:11,-10.28,7.04,53,False
2026-01-09T13:36:12,-14.01,5.78,53,False
2026-01-09T13:36:13,-12.4,5.21,53,False
2026-01-09T13:36:14,-14.92,6.98,53,False
2026-01-09T13:36:15,-17.69,5.93,53,False
2026-01-09T13:36:16,-18.77,1.18,53,False
2026-01-09T13:36:17,-19.33,5.93,53,False
2026-01-09T13:36:18,-19.88,7.22,53,False
2026-01-09T13:36:19,-19.94,5.33,53,False
2026-01-09T13:36:51,27.64,2.81,53,False
2026-01-09T13:36:52,28.47,1.92,53,False
2026-01-09T13:36:53,29.82,3.13,53,False
2026-01-09T13:36:54,32.73,2.23,53,False
2026-01-09T13:36:55,36.63,2.19,53,False
2026-01-09T13:36:56,32.63,3.02,53,False
2026-01-09T13:36:57,36.6,2.21,53,False
2026-01-09T13:36:58,35.88,5.79,53,False
2026-01-09T13:36:59,36.13,3.44,53,False
2026-01-09T13:37:00,37.33,6.05,53,False
2026-01-09T13:37:01,33.68,5.1,53,False
2026-01-09T13:37:02,31.28,2.68,53,False
2026-01-09T13:37:03,33.79,7.83,53,False
2026-01-09T13:37:04,33.52,3.53,53,False
2026-01-09T13:37:05,33.21,6.61,53,False
2026-01-09T13:37:06,33.3,6.7,53,False
2026-01-09T13:37:07,34.98,2.63,53,False
2026-01-09T13:37:08,33.64,0.95,53,False
2026-01-09T13:37:09,34.83,7.51,53,False
2026-01-09T13:37:10,32.72,4.76,53,False
2026-01-09T13:37:11,31.0,5.49,53,False
2026-01-09T13:37:12,27.31,0.93,53,False
2026-01-09T13:37:13,23.8,0.7,53,False
2026-01-09T13:37:14,26.7,0.71,53,False
2026-01-09T13:37:15,28.61,7.05,53,False
2026-01-09T13:37:16,26.06,3.74,53,False
2026-01-09T13:37:17,27.61,5.63,53,False
2026-01-09T13:37:18,26.23,7.35,53,False
2026-01-09T13:37:19,30.15,2.68,53,False
2026-01-09T13:37:20,29.68,6.78,53,False
2026-01-09T13:37:21,29.4,7.31,53,False
2026-01-09T13:37:22,32.16,6.76,53,False
2026-01-09T13:37:23,33.95,2.57,53,False
2026-01-09T13:37:24,30.44,6.83,53,False
2026-01-09T13:37:25,27.18,3.75,53,False
2026-01-09T13:37:26,25.63,7.66,53,False
2026-01-09T13:37:27,25.54,3.17,53,False
2026-01-09T13:37:28,23.34,4.43,53,False
2026-01-09T13:37:29,22.27,0.63,53,False
2026-01-09T13:37:30,21.71,6.79,53,False
2026-01-09T13:37:31,23.95,7.18,53,False
2026-01-09T13:37:32,20.32,4.6,53,False
2026-01-09T13:37:33,22.22,0.53,53,False
2026-01-09T13:37:34,19.6,2.86,53,False
2026-01-09T13:37:35,20.48,6.83,53,False
2026-01-09T13:37:36,20.37,4.7,53,False
2026-01-09T13:37:37,23.88,3.19,53,False
2026-01-09T13:37:38,22.74,6.43,53,False
2026-01-09T13:37:39,23.76,3.04,53,False
2026-01-09T13:37:40,22.07,7.13,53,False
2026-01-09T13:37:41,25.17,1.68,53,False
2026-01-09T13:37:42,25.24,7.25,53,False
2026-01-09T13:37:43,24.25,7.02,53,False
2026-01-09T13:37:44,20.69,5.62,53,False
2026-01-09T13:37:45,21.22,1.93,53,False
2026-01-09T13:37:46,19.87,2.49,53,False
